5wir_C.pdb	5wir_C.pdb
5i25_B.pdb	5i25_B.pdb
1klu_C.pdb	1klu_C.pdb
1klu_C.pdb	4e41_C.pdb
6kds_E.pdb	6kds_E.pdb
5ax3_B.pdb	5ax3_B.pdb
6lth_L.pdb	6lth_L.pdb
6lth_L.pdb	4kng_A.pdb
6lth_L.pdb	6wbv_A.pdb
6lth_L.pdb	6zmd_A.pdb
6lth_L.pdb	5dse_A.pdb
6lth_L.pdb	3u86_A.pdb
6lth_L.pdb	3b2d_A.pdb
6zxg_c.pdb	6zxg_c.pdb
6zxg_c.pdb	6zxe_c.pdb
6zxg_c.pdb	6zp4_S.pdb
6zxg_c.pdb	6g16_B.pdb
5jja_C.pdb	5jja_C.pdb
4g69_B.pdb	4g69_B.pdb
3vri_C.pdb	3vri_C.pdb
5t6w_C.pdb	5t6w_C.pdb
4md4_C.pdb	4md4_C.pdb
4fl5_P.pdb	4fl5_P.pdb
5e4e_A.pdb	5e4e_A.pdb
5c6h_B.pdb	5c6h_B.pdb
5vnb_K.pdb	5vnb_K.pdb
2bec_B.pdb	2bec_B.pdb
6asr_B.pdb	6asr_B.pdb
6uj7_C.pdb	6uj7_C.pdb
7b5o_H.pdb	7b5o_H.pdb
7ae1_F.pdb	7ae1_F.pdb
7ae1_F.pdb	7of0_o.pdb
7ae1_F.pdb	6zp4_y.pdb
3tsz_B.pdb	3tsz_B.pdb
3t6r_D.pdb	3t6r_D.pdb
5y18_A.pdb	5y18_A.pdb
5y18_A.pdb	7of0_h.pdb
5y18_A.pdb	4ehp_B.pdb
5y18_A.pdb	5uwc_I.pdb
3rdv_A.pdb	3rdv_A.pdb
3rdv_A.pdb	7dvq_4.pdb
3rdv_A.pdb	6pai_D.pdb
3rdv_A.pdb	6m4g_C.pdb
3rdv_A.pdb	6wlw_S.pdb
3rdv_A.pdb	2o2v_B.pdb
1a9w_A.pdb	1a9w_A.pdb
1a9w_A.pdb	6kye_A.pdb
1a9w_A.pdb	4mqk_A.pdb
1a9w_A.pdb	4x0l_A.pdb
1a9w_A.pdb	3w4u_A.pdb
1a9w_A.pdb	1z8u_B.pdb
1a9w_A.pdb	1shr_A.pdb
1a9w_A.pdb	5f6l_A.pdb
1a9w_A.pdb	7bre_B.pdb
1a9w_A.pdb	6kye_B.pdb
1a9w_A.pdb	1a9w_E.pdb
1a9w_A.pdb	4x0l_B.pdb
1a9w_A.pdb	4mqk_B.pdb
1a9w_A.pdb	3w4u_B.pdb
1a9w_A.pdb	1shr_B.pdb
5sw9_B.pdb	5sw9_B.pdb
3uvj_A.pdb	3uvj_A.pdb
3uvj_A.pdb	3uvj_B.pdb
3uvj_A.pdb	3o34_A.pdb
3uvj_A.pdb	3u5p_A.pdb
3uvj_A.pdb	1n0w_A.pdb
3fqn_C.pdb	3fqn_C.pdb
3fqn_C.pdb	6m90_C.pdb
3mxn_B.pdb	3mxn_B.pdb
7c5d_C.pdb	7c5d_C.pdb
4upu_B.pdb	4upu_B.pdb
5dx1_F.pdb	5dx1_F.pdb
5v1z_E.pdb	5v1z_E.pdb
2wjv_D.pdb	2wjv_D.pdb
2zme_A.pdb	2zme_A.pdb
2zme_A.pdb	3cuq_A.pdb
2zme_A.pdb	6key_A.pdb
2zme_A.pdb	4u4p_A.pdb
2zme_A.pdb	3di2_B.pdb
2zme_A.pdb	6p8f_A.pdb
2zme_A.pdb	2w96_A.pdb
2zme_A.pdb	1h24_B.pdb
2zme_A.pdb	6p3w_B.pdb
2zme_A.pdb	1h28_B.pdb
2zme_A.pdb	1jsu_B.pdb
2zme_A.pdb	2cci_B.pdb
2zme_A.pdb	1h26_B.pdb
2zme_A.pdb	1h25_B.pdb
2zme_A.pdb	4bck_B.pdb
2zme_A.pdb	6kpf_R.pdb
2zme_A.pdb	3n3k_A.pdb
2zme_A.pdb	4ifi_A.pdb
2zme_A.pdb	4igk_A.pdb
2zme_A.pdb	1t29_A.pdb
2zme_A.pdb	6e5b_M.pdb
2zme_A.pdb	6kwy_M.pdb
2zme_A.pdb	6e5b_N.pdb
2zme_A.pdb	6kwy_N.pdb
2zme_A.pdb	4qam_B.pdb
2zme_A.pdb	4s0h_A.pdb
2zme_A.pdb	3v96_A.pdb
2zme_A.pdb	1uea_B.pdb
2zme_A.pdb	6sen_A.pdb
2zme_A.pdb	6seo_A.pdb
2zme_A.pdb	6gei_A.pdb
2zme_A.pdb	3a98_B.pdb
2zme_A.pdb	7o9m_n.pdb
2zme_A.pdb	2io0_A.pdb
2zme_A.pdb	2io2_A.pdb
2zme_A.pdb	2iy0_A.pdb
2zme_A.pdb	1tgz_A.pdb
2zme_A.pdb	2io1_A.pdb
2zme_A.pdb	6nnq_A.pdb
2zme_A.pdb	2iy1_A.pdb
2zme_A.pdb	7o9m_Q.pdb
2zme_A.pdb	7of0_Q.pdb
2zme_A.pdb	6zp4_a.pdb
2zme_A.pdb	5ecg_C.pdb
2zme_A.pdb	1fq1_A.pdb
2zme_A.pdb	7ae1_H.pdb
2zme_A.pdb	6if3_A.pdb
2zme_A.pdb	3alq_R.pdb
2zme_A.pdb	3doe_A.pdb
2zme_A.pdb	5ee5_B.pdb
2zme_A.pdb	2w83_A.pdb
2zme_A.pdb	4kax_A.pdb
2zme_A.pdb	1upt_A.pdb
2zme_A.pdb	5fb0_A.pdb
2zme_A.pdb	6fae_B.pdb
2zme_A.pdb	3d5o_A.pdb
2zme_A.pdb	5f5s_A.pdb
2zme_A.pdb	3l82_B.pdb
2zme_A.pdb	6e5b_L.pdb
2zme_A.pdb	6kwy_L.pdb
2zme_A.pdb	4x0l_C.pdb
2zme_A.pdb	6zp4_F.pdb
2zme_A.pdb	1i4d_A.pdb
2zme_A.pdb	2gh0_A.pdb
2zme_A.pdb	4gba_A.pdb
2zme_A.pdb	6tyd_V.pdb
2zme_A.pdb	3tdu_A.pdb
2zme_A.pdb	5gqq_C.pdb
2zme_A.pdb	2zne_A.pdb
2zme_A.pdb	3wxa_A.pdb
2zme_A.pdb	6kdr_A.pdb
2zme_A.pdb	6kds_A.pdb
2zme_A.pdb	3kse_A.pdb
2zme_A.pdb	3kfq_A.pdb
2zme_A.pdb	6m3i_B.pdb
2zme_A.pdb	6tx3_B.pdb
2zme_A.pdb	7o9m_N.pdb
2zme_A.pdb	7of0_N.pdb
2zme_A.pdb	7of6_N.pdb
2zme_A.pdb	3fmo_B.pdb
2zme_A.pdb	3qb5_A.pdb
2zme_A.pdb	4bvy_A.pdb
2zme_A.pdb	3bpl_C.pdb
2zme_A.pdb	5m5e_C.pdb
2zme_A.pdb	4gs7_C.pdb
2zme_A.pdb	4l0p_A.pdb
2zme_A.pdb	2wo3_A.pdb
2zme_A.pdb	5xln_A.pdb
2zme_A.pdb	1cn4_A.pdb
2zme_A.pdb	6wg4_A.pdb
2zme_A.pdb	4u4p_B.pdb
2zme_A.pdb	3qb5_K.pdb
2zme_A.pdb	5wir_A.pdb
2zme_A.pdb	3l82_A.pdb
2zme_A.pdb	3bqo_A.pdb
2zme_A.pdb	2qrv_B.pdb
2zme_A.pdb	6pa7_N.pdb
2zme_A.pdb	1i8l_A.pdb
2zme_A.pdb	4tq0_A.pdb
2zme_A.pdb	4tq1_A.pdb
2zme_A.pdb	1qz2_A.pdb
2zme_A.pdb	7o9m_I.pdb
2zme_A.pdb	5hvq_C.pdb
2zme_A.pdb	7cz5_R.pdb
2zme_A.pdb	6pb0_R.pdb
2zme_A.pdb	6p9x_R.pdb
2zme_A.pdb	6pb1_P.pdb
5ja4_D.pdb	5ja4_D.pdb
5ja4_D.pdb	6tjt_A.pdb
5ja4_D.pdb	6mgp_X.pdb
5ja4_D.pdb	6iyb_B.pdb
5ja4_D.pdb	4psi_A.pdb
5ja4_D.pdb	3a98_A.pdb
5ja4_D.pdb	2hev_R.pdb
5ja4_D.pdb	6c9m_B.pdb
5ja4_D.pdb	4kng_E.pdb
5ja4_D.pdb	5gp7_A.pdb
5ja4_D.pdb	3kxc_A.pdb
5ja4_D.pdb	4z68_A.pdb
5ja4_D.pdb	3twu_A.pdb
5ja4_D.pdb	3twr_A.pdb
4gk0_A.pdb	4gk0_A.pdb
4gk0_A.pdb	5xpt_A.pdb
4gk0_A.pdb	3abd_A.pdb
4gk0_A.pdb	6fp6_B.pdb
5jel_B.pdb	5jel_B.pdb
5yt6_B.pdb	5yt6_B.pdb
3tg5_B.pdb	3tg5_B.pdb
6j8f_C.pdb	6j8f_C.pdb
6icz_X.pdb	6icz_X.pdb
6icz_X.pdb	3qq8_B.pdb
5ixd_B.pdb	5ixd_B.pdb
2iv8_P.pdb	2iv8_P.pdb
5d94_B.pdb	5d94_B.pdb
1xvp_B.pdb	1xvp_B.pdb
1xvp_B.pdb	3g65_A.pdb
1xvp_B.pdb	6j8y_A.pdb
1xvp_B.pdb	6xf1_A.pdb
1xvp_B.pdb	6zp4_t.pdb
1xvp_B.pdb	6zmt_I.pdb
6kdr_D.pdb	6kdr_D.pdb
3glr_B.pdb	3glr_B.pdb
6kzq_F.pdb	6kzq_F.pdb
6lth_Q.pdb	6lth_Q.pdb
6lth_Q.pdb	7of0_u.pdb
3sl9_C.pdb	3sl9_C.pdb
5lxi_C.pdb	5lxi_C.pdb
6zxg_Z.pdb	6zxg_Z.pdb
4dpg_I.pdb	4dpg_I.pdb
5q0i_B.pdb	5q0i_B.pdb
5q0i_B.pdb	4qjr_B.pdb
5xau_B.pdb	5xau_B.pdb
7bqv_A.pdb	7bqv_A.pdb
7bqv_A.pdb	7nvu_U.pdb
7bqv_A.pdb	2vif_A.pdb
7bqv_A.pdb	2iui_A.pdb
7bqv_A.pdb	2iuh_A.pdb
7bqv_A.pdb	2b5i_D.pdb
7bqv_A.pdb	5d6y_A.pdb
7bqv_A.pdb	5xof_A.pdb
7bqv_A.pdb	2c9w_A.pdb
7bqv_A.pdb	4jgh_A.pdb
7bqv_A.pdb	6i5n_A.pdb
7bqv_A.pdb	1juq_A.pdb
7bqv_A.pdb	7nvu_X.pdb
7bqv_A.pdb	2yle_A.pdb
7bqv_A.pdb	7of0_P.pdb
7bqv_A.pdb	5xbf_B.pdb
7bqv_A.pdb	5mv9_B.pdb
7bqv_A.pdb	7of0_9.pdb
7bqv_A.pdb	6fp6_A.pdb
7bqv_A.pdb	1ujj_A.pdb
7bqv_A.pdb	1lf8_A.pdb
7bqv_A.pdb	1jwg_A.pdb
7bqv_A.pdb	3g2v_A.pdb
7bqv_A.pdb	3g2s_A.pdb
7bqv_A.pdb	2hyi_A.pdb
7bqv_A.pdb	3ex7_A.pdb
7bqv_A.pdb	2j0s_C.pdb
7bqv_A.pdb	6zp4_m.pdb
7bqv_A.pdb	4ilw_A.pdb
7bqv_A.pdb	4roc_B.pdb
7bqv_A.pdb	7nvu_O.pdb
7bqv_A.pdb	5n9g_B.pdb
7bqv_A.pdb	1jfi_C.pdb
7bqv_A.pdb	7nvu_R.pdb
7bqv_A.pdb	7dvq_8.pdb
7bqv_A.pdb	5dc9_B.pdb
7bqv_A.pdb	4jeg_B.pdb
7bqv_A.pdb	2ocf_D.pdb
7bqv_A.pdb	4j2c_A.pdb
6msb_e.pdb	6msb_e.pdb
4jjq_B.pdb	4jjq_B.pdb
3tac_B.pdb	3tac_B.pdb
3tac_B.pdb	2qrv_A.pdb
3tac_B.pdb	6pa7_K.pdb
3tac_B.pdb	7mbx_R.pdb
3tac_B.pdb	1ghq_A.pdb
3tac_B.pdb	4m76_A.pdb
3tac_B.pdb	2xqw_A.pdb
3tac_B.pdb	5hyn_B.pdb
3tac_B.pdb	4w2r_E.pdb
3tac_B.pdb	5gsa_A.pdb
3tac_B.pdb	3jpx_A.pdb
3tac_B.pdb	5o9s_A.pdb
3tac_B.pdb	6gje_A.pdb
3tac_B.pdb	3p71_T.pdb
3tac_B.pdb	6obn_C.pdb
3tac_B.pdb	2a1t_R.pdb
3tac_B.pdb	2a1u_A.pdb
3tac_B.pdb	6fae_A.pdb
3tac_B.pdb	7d2t_A.pdb
5wpa_B.pdb	5wpa_B.pdb
5wpa_B.pdb	5wpa_A.pdb
5wpa_B.pdb	6wmz_B.pdb
5wpa_B.pdb	6wmz_A.pdb
5wpa_B.pdb	3sde_B.pdb
5wpa_B.pdb	3sde_A.pdb
5wpa_B.pdb	5j1s_A.pdb
5wpa_B.pdb	3zg6_A.pdb
5wpa_B.pdb	6t7f_A.pdb
5wpa_B.pdb	5osi_B.pdb
5wpa_B.pdb	6s6d_A.pdb
5wpa_B.pdb	6j8f_B.pdb
5wpa_B.pdb	6k81_A.pdb
5wpa_B.pdb	6j8o_B.pdb
5wpa_B.pdb	6j4s_A.pdb
4y19_C.pdb	4y19_C.pdb
5f6k_M.pdb	5f6k_M.pdb
5f6k_M.pdb	4ouc_B.pdb
6ymo_C.pdb	6ymo_C.pdb
4hnj_C.pdb	4hnj_C.pdb
4hnj_C.pdb	3mqp_B.pdb
6sz5_B.pdb	6sz5_B.pdb
6msb_H.pdb	6msb_H.pdb
6msb_H.pdb	5le5_A.pdb
6msb_H.pdb	6e5b_A.pdb
6msb_H.pdb	6kwy_A.pdb
6msb_H.pdb	6msb_c.pdb
6msb_H.pdb	5le5_D.pdb
6msb_H.pdb	6msb_K.pdb
6msb_H.pdb	6kwy_D.pdb
6msb_H.pdb	6e5b_D.pdb
6msb_H.pdb	6msb_I.pdb
6msb_H.pdb	5le5_B.pdb
6msb_H.pdb	6e5b_B.pdb
6msb_H.pdb	6e5b_K.pdb
6msb_H.pdb	6kwy_F.pdb
6msb_H.pdb	5le5_F.pdb
6msb_H.pdb	6msb_M.pdb
6msb_H.pdb	6e5b_F.pdb
6msb_H.pdb	6kwy_K.pdb
6msb_H.pdb	7of0_c.pdb
6msb_H.pdb	1li1_C.pdb
6msb_H.pdb	1li1_A.pdb
6msb_H.pdb	4p0p_B.pdb
6msb_H.pdb	6tuv_A.pdb
6msb_H.pdb	5y1z_C.pdb
6msb_H.pdb	7of0_s.pdb
6msb_H.pdb	5x8q_A.pdb
6msb_H.pdb	5ni5_A.pdb
6msb_H.pdb	5ntw_A.pdb
6msb_H.pdb	4o3t_A.pdb
6msb_H.pdb	3pb1_E.pdb
6msb_H.pdb	3n00_A.pdb
6msb_H.pdb	5wvo_C.pdb
6msb_H.pdb	5ydr_B.pdb
6msb_H.pdb	3f7p_A.pdb
6msb_H.pdb	5dse_B.pdb
6msb_H.pdb	4s15_A.pdb
6msb_H.pdb	2g30_A.pdb
6msb_H.pdb	2iv9_A.pdb
6msb_H.pdb	2iv8_A.pdb
1ujj_C.pdb	1ujj_C.pdb
3qhe_B.pdb	3qhe_B.pdb
3shw_B.pdb	3shw_B.pdb
4wnd_B.pdb	4wnd_B.pdb
5fug_C.pdb	5fug_C.pdb
5fug_C.pdb	1upt_B.pdb
5fug_C.pdb	3tzd_A.pdb
5fug_C.pdb	6v3n_A.pdb
5fug_C.pdb	3ixe_B.pdb
6ya7_C.pdb	6ya7_C.pdb
3wuu_A.pdb	3wuu_A.pdb
3wuu_A.pdb	3wuv_A.pdb
3eab_G.pdb	3eab_G.pdb
5svh_A.pdb	5svh_A.pdb
5svh_A.pdb	3tnu_B.pdb
5svh_A.pdb	3tnu_A.pdb
4drb_J.pdb	4drb_J.pdb
4drb_J.pdb	1bh9_B.pdb
4drb_J.pdb	6pse_A.pdb
4drb_J.pdb	6wx8_B.pdb
5f6l_J.pdb	5f6l_J.pdb
5f6l_J.pdb	5f6k_D.pdb
5f6l_J.pdb	7bre_C.pdb
4oar_B.pdb	4oar_B.pdb
4nl9_C.pdb	4nl9_C.pdb
4nl9_C.pdb	4nl9_A.pdb
3bo8_C.pdb	3bo8_C.pdb
4xss_F.pdb	4xss_F.pdb
5ybv_C.pdb	5ybv_C.pdb
5ybv_C.pdb	5ybu_B.pdb
3bya_B.pdb	3bya_B.pdb
3bya_B.pdb	2vay_B.pdb
2z4j_B.pdb	2z4j_B.pdb
3g2v_C.pdb	3g2v_C.pdb
1d0a_G.pdb	1d0a_G.pdb
6do4_C.pdb	6do4_C.pdb
5wqd_H.pdb	5wqd_H.pdb
5t6y_C.pdb	5t6y_C.pdb
7of0_4.pdb	7of0_4.pdb
3uzd_B.pdb	3uzd_B.pdb
7bv4_C.pdb	7bv4_C.pdb
3qrf_F.pdb	3qrf_F.pdb
3qrf_F.pdb	2as5_F.pdb
1xiw_B.pdb	1xiw_B.pdb
7bbl_A.pdb	7bbl_A.pdb
7bbl_A.pdb	4yy6_A.pdb
7bbl_A.pdb	2ihb_B.pdb
7bbl_A.pdb	1hcn_A.pdb
7bbl_A.pdb	4ay9_A.pdb
7bbl_A.pdb	6z9u_B.pdb
7bbl_A.pdb	2v8s_V.pdb
7bbl_A.pdb	7of0_H.pdb
7bbl_A.pdb	6tyd_A.pdb
7bbl_A.pdb	6z85_K.pdb
7bbl_A.pdb	1y8o_B.pdb
7bbl_A.pdb	7of0_Z.pdb
7bbl_A.pdb	4bwq_A.pdb
7bbl_A.pdb	1syx_A.pdb
7bbl_A.pdb	2w3o_A.pdb
6hol_C.pdb	6hol_C.pdb
5tuv_C.pdb	5tuv_C.pdb
2prg_C.pdb	2prg_C.pdb
2peh_C.pdb	2peh_C.pdb
3g65_C.pdb	3g65_C.pdb
3g65_C.pdb	6lth_N.pdb
3g65_C.pdb	4nf9_A.pdb
3g65_C.pdb	7dvq_2.pdb
3g65_C.pdb	7cfm_R.pdb
3g65_C.pdb	7kjs_B.pdb
3b71_D.pdb	3b71_D.pdb
2vpg_P.pdb	2vpg_P.pdb
3bh9_C.pdb	3bh9_C.pdb
6r17_C.pdb	6r17_C.pdb
5wvo_D.pdb	5wvo_D.pdb
5wvo_D.pdb	4gus_C.pdb
6gei_L.pdb	6gei_L.pdb
6z3j_C.pdb	6z3j_C.pdb
6z3j_C.pdb	1cf7_A.pdb
6z3j_C.pdb	2a1j_B.pdb
6z3j_C.pdb	2vpg_A.pdb
6z3j_C.pdb	2vp7_A.pdb
6z3j_C.pdb	5ego_A.pdb
6z3j_C.pdb	4ccg_X.pdb
6z3j_C.pdb	6wlw_T.pdb
6z3j_C.pdb	4ln2_A.pdb
6z3j_C.pdb	2o9v_A.pdb
6z3j_C.pdb	5jg6_A.pdb
4oh8_B.pdb	4oh8_B.pdb
4kv1_A.pdb	4kv1_A.pdb
4kv1_A.pdb	5nng_A.pdb
4kv1_A.pdb	6g0s_A.pdb
4kv1_A.pdb	6g0q_A.pdb
4kv1_A.pdb	5nnf_A.pdb
4kv1_A.pdb	6g0o_A.pdb
4kv1_A.pdb	6g0p_A.pdb
4kv1_A.pdb	5nne_A.pdb
4kv1_A.pdb	5hjc_A.pdb
4kv1_A.pdb	5t35_A.pdb
4kv1_A.pdb	4l41_A.pdb
4kv1_A.pdb	6zp4_4.pdb
4kv1_A.pdb	6o60_D.pdb
4kv1_A.pdb	1p22_B.pdb
4kv1_A.pdb	1fqv_B.pdb
4kv1_A.pdb	6vcd_C.pdb
4kv1_A.pdb	3wso_B.pdb
4kv1_A.pdb	2ovr_A.pdb
4kv1_A.pdb	6wnx_B.pdb
4kv1_A.pdb	6id1_M.pdb
4uu5_B.pdb	4uu5_B.pdb
1h26_E.pdb	1h26_E.pdb
5vzu_E.pdb	5vzu_E.pdb
4uel_C.pdb	4uel_C.pdb
4uel_C.pdb	1www_X.pdb
4uel_C.pdb	1hcf_X.pdb
5mk2_C.pdb	5mk2_C.pdb
5mk2_C.pdb	5mk3_E.pdb
5mk2_C.pdb	5v3r_B.pdb
4v11_B.pdb	4v11_B.pdb
3wxa_C.pdb	3wxa_C.pdb
5fmk_B.pdb	5fmk_B.pdb
1ygr_C.pdb	1ygr_C.pdb
4wrq_C.pdb	4wrq_C.pdb
1th1_C.pdb	1th1_C.pdb
4kv1_C.pdb	4kv1_C.pdb
1z7x_X.pdb	1z7x_X.pdb
1z7x_X.pdb	7of0_I.pdb
1z7x_X.pdb	6lth_I.pdb
5qu2_D.pdb	5qu2_D.pdb
1yhn_B.pdb	1yhn_B.pdb
6s8s_B.pdb	6s8s_B.pdb
3mrp_P.pdb	3mrp_P.pdb
6do5_C.pdb	6do5_C.pdb
6mil_B.pdb	6mil_B.pdb
7ae1_L.pdb	7ae1_L.pdb
7ae1_L.pdb	6akl_A.pdb
5zmc_A.pdb	5zmc_A.pdb
5zmc_A.pdb	1nfi_B.pdb
5zmc_A.pdb	2h32_A.pdb
5zmc_A.pdb	1akj_D.pdb
5zmc_A.pdb	5x6v_C.pdb
5zmc_A.pdb	6ehp_C.pdb
5zmc_A.pdb	4zgy_B.pdb
5zmc_A.pdb	3di2_A.pdb
5zmc_A.pdb	3eab_A.pdb
5zmc_A.pdb	2o2v_A.pdb
5zmc_A.pdb	3ff7_A.pdb
5zmc_A.pdb	1t0p_B.pdb
5zmc_A.pdb	2fcw_A.pdb
5zmc_A.pdb	5x6v_F.pdb
5zmc_A.pdb	3dxe_A.pdb
5zmc_A.pdb	6cwx_A.pdb
5zmc_A.pdb	4h5s_B.pdb
5zmc_A.pdb	6umt_B.pdb
5zmc_A.pdb	4v0c_A.pdb
5zmc_A.pdb	3fn1_A.pdb
1du3_A.pdb	1du3_A.pdb
1du3_A.pdb	5cir_E.pdb
4qqi_X.pdb	4qqi_X.pdb
5vaq_C.pdb	5vaq_C.pdb
3mmy_A.pdb	3mmy_A.pdb
3mmy_A.pdb	6nq3_A.pdb
3mmy_A.pdb	6o60_B.pdb
3mmy_A.pdb	6j7x_B.pdb
3mmy_A.pdb	5fqd_B.pdb
3mmy_A.pdb	7byl_A.pdb
3mmy_A.pdb	4kmd_A.pdb
3mmy_A.pdb	5vxz_A.pdb
3mmy_A.pdb	5c6d_A.pdb
3mmy_A.pdb	6caj_G.pdb
3mmy_A.pdb	7lrc_B.pdb
3mmy_A.pdb	3vro_A.pdb
3mmy_A.pdb	3vrp_A.pdb
3mmy_A.pdb	6tx3_A.pdb
3mmy_A.pdb	6m3i_A.pdb
3mmy_A.pdb	6lb7_B.pdb
3mmy_A.pdb	6c09_A.pdb
3mmy_A.pdb	2h26_A.pdb
3mmy_A.pdb	5j1a_A.pdb
3mmy_A.pdb	1zt4_A.pdb
3mmy_A.pdb	4uel_A.pdb
3mmy_A.pdb	6o60_A.pdb
3mmy_A.pdb	7b5o_I.pdb
3mmy_A.pdb	6j7x_A.pdb
3mmy_A.pdb	6lb7_A.pdb
3mmy_A.pdb	7d68_R.pdb
3mmy_A.pdb	4n6o_A.pdb
3mmy_A.pdb	5kyc_B.pdb
3mmy_A.pdb	1nbf_A.pdb
5wb8_B.pdb	5wb8_B.pdb
5wb8_B.pdb	1oqd_K.pdb
5e0u_D.pdb	5e0u_D.pdb
5bs0_C.pdb	5bs0_C.pdb
4o2c_C.pdb	4o2c_C.pdb
5cx3_E.pdb	5cx3_E.pdb
4kg9_B.pdb	4kg9_B.pdb
2y8o_B.pdb	2y8o_B.pdb
6umt_A.pdb	6umt_A.pdb
6umt_A.pdb	5ius_A.pdb
6umt_A.pdb	4roj_A.pdb
6umt_A.pdb	1xiw_A.pdb
3wim_B.pdb	3wim_B.pdb
3l3x_B.pdb	3l3x_B.pdb
3mcb_B.pdb	3mcb_B.pdb
1qew_C.pdb	1qew_C.pdb
2qna_B.pdb	2qna_B.pdb
3sov_Z.pdb	3sov_Z.pdb
7a79_C.pdb	7a79_C.pdb
7a79_C.pdb	5ni5_C.pdb
7a79_C.pdb	7a77_B.pdb
7a79_C.pdb	3a9e_I.pdb
7a79_C.pdb	7a78_B.pdb
7a79_C.pdb	1pzl_B.pdb
3ovv_B.pdb	3ovv_B.pdb
4zp3_A.pdb	4zp3_A.pdb
1f3v_A.pdb	1f3v_A.pdb
3dow_B.pdb	3dow_B.pdb
6vo5_C.pdb	6vo5_C.pdb
1ycr_A.pdb	1ycr_A.pdb
1ycr_A.pdb	6vme_B.pdb
1ycr_A.pdb	1oey_A.pdb
1ycr_A.pdb	3dab_A.pdb
1ycr_A.pdb	3zke_A.pdb
1ycr_A.pdb	4d07_A.pdb
4r7a_A.pdb	4r7a_A.pdb
3c3q_B.pdb	3c3q_B.pdb
5sve_C.pdb	5sve_C.pdb
6y4l_B.pdb	6y4l_B.pdb
3u23_B.pdb	3u23_B.pdb
6psd_A.pdb	6psd_A.pdb
6psd_A.pdb	1jsu_C.pdb
6psd_A.pdb	4nxq_A.pdb
6psd_A.pdb	4gvc_A.pdb
6psd_A.pdb	4nxr_A.pdb
4gk0_E.pdb	4gk0_E.pdb
4gk0_E.pdb	7cnc_A.pdb
4gk0_E.pdb	4ajy_B.pdb
4gk0_E.pdb	1vcb_A.pdb
4gk0_E.pdb	2c9w_B.pdb
4gk0_E.pdb	2izv_B.pdb
4gk0_E.pdb	4y5o_B.pdb
4gk0_E.pdb	6pog_A.pdb
4gk0_E.pdb	6pol_A.pdb
4gk0_E.pdb	5jh5_D.pdb
4gk0_E.pdb	4hpl_A.pdb
4bkx_B.pdb	4bkx_B.pdb
4bkx_B.pdb	1i2m_B.pdb
4bkx_B.pdb	4a69_A.pdb
4bkx_B.pdb	4zzj_A.pdb
4bkx_B.pdb	6vo5_A.pdb
4bkx_B.pdb	2yin_A.pdb
4bkx_B.pdb	2wtk_A.pdb
4bkx_B.pdb	3gni_A.pdb
4bkx_B.pdb	5dx0_A.pdb
4bkx_B.pdb	5dx1_A.pdb
4bkx_B.pdb	2om2_A.pdb
4bkx_B.pdb	2ihb_A.pdb
4bkx_B.pdb	2ik8_A.pdb
4bkx_B.pdb	2gtp_A.pdb
4bkx_B.pdb	2ode_A.pdb
4bkx_B.pdb	6wlw_Q.pdb
4bkx_B.pdb	4yon_A.pdb
4bkx_B.pdb	5mk0_A.pdb
4bkx_B.pdb	5mjy_A.pdb
4bkx_B.pdb	5mk3_A.pdb
4bkx_B.pdb	5mk2_A.pdb
4bkx_B.pdb	5mk1_A.pdb
4bkx_B.pdb	5crv_A.pdb
4bkx_B.pdb	5lrx_A.pdb
4bkx_B.pdb	6id1_O.pdb
4bkx_B.pdb	6zp4_Y.pdb
4bkx_B.pdb	7of0_5.pdb
4bkx_B.pdb	6wzg_R.pdb
4bkx_B.pdb	6x18_R.pdb
4bkx_B.pdb	5vzu_B.pdb
4bkx_B.pdb	2h6f_A.pdb
4bkx_B.pdb	4iqr_A.pdb
4bkx_B.pdb	7of0_C.pdb
4bkx_B.pdb	7of7_C.pdb
4bkx_B.pdb	6uxe_A.pdb
4bkx_B.pdb	6v6f_B.pdb
4bkx_B.pdb	6uva_R.pdb
4bkx_B.pdb	5cjp_E.pdb
4bkx_B.pdb	5sw9_A.pdb
4bkx_B.pdb	5jja_A.pdb
4bkx_B.pdb	3fga_B.pdb
4bkx_B.pdb	5c5b_A.pdb
4bkx_B.pdb	5c5b_B.pdb
4bkx_B.pdb	4hdo_A.pdb
4bkx_B.pdb	3zyi_A.pdb
4bkx_B.pdb	3qhe_A.pdb
4bkx_B.pdb	3nmx_A.pdb
4bkx_B.pdb	4yjl_A.pdb
4bkx_B.pdb	4i5l_B.pdb
4bkx_B.pdb	1yk1_A.pdb
4bkx_B.pdb	1yk0_A.pdb
4bkx_B.pdb	1jdp_A.pdb
4bkx_B.pdb	1ul1_X.pdb
4bkx_B.pdb	3f1s_A.pdb
4bkx_B.pdb	7e2x_R.pdb
2ov2_I.pdb	2ov2_I.pdb
2ov2_I.pdb	2odb_B.pdb
5lm1_B.pdb	5lm1_B.pdb
6at5_C.pdb	6at5_C.pdb
5hky_B.pdb	5hky_B.pdb
3u88_M.pdb	3u88_M.pdb
3u88_M.pdb	5ego_B.pdb
3u88_M.pdb	1b72_A.pdb
3u88_M.pdb	4s0h_B.pdb
3u88_M.pdb	1j2x_A.pdb
3u88_M.pdb	1b72_B.pdb
3u88_M.pdb	2dsq_G.pdb
